trade_id,ticker,company_name,exchange,sector,trade_date,open_price_inr,high_price_inr,low_price_inr,close_price_inr,prev_close_inr,volume,market_cap_cr,pe_ratio,pb_ratio,dividend_yield,beta,52w_high_inr,52w_low_inr,nifty50_weight,portfolio,analyst_rating,shares_held,purchase_price_inr,currency,broker_notes,data_feed
IN003947,ICICIBANK,ICICI Bank,NSE,Banking,2020-12-03,929.15,939.71,858.14,,846.36,800105.0,609122.23,64.82,10.01,2.524,1.341,1031.06,576.06,0.0,Sectoral_Portfolio,Strong Buy,976.0,1075.8,INR,,
IN001445,HCLTECH,HCL Technologies,NSE,Technology,11/08/2022,1553.95,1600.8,1527.43,1556.41,1511.28,3035580.0,792193.25,,4.39,1.779,0.736,2089.03,1399.09,5.1,Midcap_Portfolio,Sell,1289.0,1320.64,INR,,
IN000691,RELIANCE,Reliance Industries,NSE,Energy,2023-07-17,2234.77,2259.68,2058.86,2094.57,2160.41,2243726.0,1874021.2,45.63,1.01,2.251,0.494,2985.85,1968.75,1.2,Midcap_Portfolio,Strong Buy,481.0,2205.15,INR,,
IN002859,TECHM,Tech Mahindra,NSE,,2020-06-03,1353.09,1404.92,1341.09,1381.73,1386.0,4026441.0,513819.16,55.63,9.98,0.267,1.939,1403.92,1089.23,,Nifty50_Portfolio,Buy,1755.0,991.99,INR,,
IN002310,TCS,Tata Consultancy Services,NSE,Technology,2021-09-30,3430.63,3484.97,3331.04,,3458.1,466104.0,1636226.06,63.56,1.97,1.506,1.807,4060.21,2769.91,5.1,Nifty50_Portfolio,Buy,823.0,3463.02,INR,,
IN002315,ICICIBANK,ICICI Bank,NSE,Banking,2023-08-31,949.96,986.73,926.34,963.14,946.65,1694376.0,521513.08,9.64,8.0,2.564,1.046,1179.2,663.42,2.3,Nifty50_Portfolio,Buy,713.0,1086.71,INR,,
IN001107,NESTLEIND,Nestle India,BSE,FMCG,2022-09-09,21610.82,22120.37,21596.2,21777.24,22421.82,2508579.0,9213422.89,15.26,14.4,0.191,0.612,28017.3,18274.39,0.5,Nifty50_Portfolio,Hold,630.0,18015.75,INR,,
IN002115,ADANIENT,Adani Enterprises,NSE,Conglomerate,2023-03-31,2926.6,3110.94,2875.34,3049.73,2962.84,,2282973.17,69.38,3.21,0.453,1.995,2975.43,2122.65,2.3,Midcap_Portfolio,Strong Buy,1851.0,3008.9,INR,,
IN002016,HCLTECH,HCL Technologies,NSE,Technology,2020-11-19,1480.4,1498.43,1422.64,1426.16,1442.17,1741017.0,147442.77,13.56,1.35,0.224,0.992,1811.44,1149.88,5.1,Nifty50_Portfolio,Buy,1963.0,1639.71,INR,,
IN001624,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2020-05-05,1239.58,1274.22,1128.4,1154.91,1141.27,4650183.0,107361.46,58.74,14.43,2.471,,1367.32,970.17,3.5,Nifty50_Portfolio,Sell,24.0,911.2,INR,,
IN000612,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2024-07-25,1229.42,1236.16,1170.74,1197.41,1156.0,3249187.0,,,10.13,0.852,1.988,1399.46,721.14,5.1,Nifty50_Portfolio,Strong Buy,1082.0,1091.1,INR,,
IN003263,WIPRO,Wipro,BSE,Technology,2023-12-05,522.33,561.24,518.35,547.82,538.63,,499129.45,34.62,5.1,1.504,1.395,581.1,309.53,3.5,Nifty50_Portfolio,Strong Buy,1664.0,435.98,INR,,
IN001878,ICICIBANK,ICICI Bank,NSE,,2022-01-11,913.35,973.85,895.07,947.48,980.08,996698.0,176200.19,29.95,8.07,,1.979,1026.7,831.83,0.0,Sectoral_Portfolio,Buy,190.0,947.68,INR,,
IN003842,HCLTECH,HCL Technologies,NSE,Technology,2022-08-26,1544.29,1594.86,1528.47,1582.94,1559.55,4924959.0,165572.93,56.0,2.84,3.881,1.778,1959.4,1261.2,0.0,Midcap_Portfolio,Strong Buy,41.0,1746.31,INR,,
IN000577,INFY,Infosys,NSE,Technology,2020-01-27,1437.41,1450.22,1329.79,1369.7,1398.52,3125681.0,435442.29,,12.23,0.521,1.517,1743.05,984.4,0.0,Nifty50_Portfolio,Strong Buy,1623.0,1750.76,INR,,
IN002134,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2022-12-13,1822.54,1841.03,1754.76,1797.65,1763.08,2669571.0,128819.13,42.29,13.57,1.676,0.657,2447.28,1195.9,,Sectoral_Portfolio,Hold,620.0,1898.38,INR,,
IN004510,INFY,Infosys,NSE,Technology,2021-08-17,1446.69,1516.4,1406.08,1503.1,1543.79,3374900.0,932927.61,72.14,5.35,1.551,0.464,1601.12,1315.57,2.3,Nifty50_Portfolio,Buy,27.0,1590.5,INR,,
IN001181,MARUTI,Maruti Suzuki,BSE,Automobile,2023-01-31,9613.54,10311.54,9527.81,10034.48,10205.77,1055003.0,6439284.09,47.41,10.34,1.374,0.448,11521.38,9282.38,1.2,Nifty50_Portfolio,Hold,1015.0,8993.04,INR,,
IN000889,NTPC,NTPC Limited,NSE,Utilities,2020-05-18,336.92,341.81,312.16,318.99,315.88,3672216.0,39838.59,42.67,11.46,,1.203,409.18,211.4,0.0,Nifty50_Portfolio,Hold,1046.0,373.93,INR,,
IN003245,ICICIBANK,ICICI Bank,NSE,Banking,2020-10-09,907.21,917.66,865.47,877.65,884.39,3258125.0,485059.78,11.83,10.64,0.117,1.494,1169.59,894.88,1.2,Nifty50_Portfolio,Sell,1927.0,1071.68,INR,,
IN001840,RELIANCE,Reliance Industries,NSE,Energy,2024-04-18,2144.74,2148.98,1987.04,2029.62,1966.68,2535341.0,1057050.26,61.39,5.37,3.189,1.325,3057.5,1870.09,3.5,Nifty50_Portfolio,Buy,465.0,1819.05,INR,,
IN002755,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2023-10-26,1241.3,1267.99,1189.57,,1231.41,4023590.0,306375.19,,10.77,2.23,0.653,1650.78,1007.77,0.0,Sectoral_Portfolio,Strong Buy,1885.0,1442.29,INR,,
IN000818,HDFCBANK,HDFC Bank,NSE,Banking,2023-09-04,1542.58,1567.58,1421.25,1456.47,1479.7,406348.0,1508400.81,31.97,3.22,2.859,0.547,1794.66,1483.32,5.1,Nifty50_Portfolio,,847.0,1843.46,INR,,
IN003923,NTPC,NTPC Limited,NSE,Utilities,2021-07-14,338.53,344.25,319.21,324.64,315.16,3049704.0,140678.2,55.38,10.29,2.041,0.638,439.77,284.98,1.2,Nifty50_Portfolio,,511.0,269.07,INR,,
IN004910,TECHM,Tech Mahindra,NSE,Technology,2022-08-31,1331.24,1376.23,1299.74,1343.71,1390.84,2637362.0,1065293.03,25.75,7.73,0.047,1.11,1381.12,1118.2,1.2,Midcap_Portfolio,Strong Buy,61.0,1620.0,INR,,
IN000209,TCS,Tata Consultancy Services,NSE,Technology,2022-01-26,3467.1,3695.97,3442.67,3688.07,3782.91,1849070.0,1051234.54,,2.2,2.663,1.674,4596.93,3280.5,0.0,Midcap_Portfolio,Buy,1546.0,2910.99,INR,,
IN000294,HCLTECH,HCL Technologies,NSE,Technology,05-07-2023,1545.01,1659.11,1518.39,1624.85,1566.77,2775314.0,,68.68,2.16,,1.223,2079.34,1244.73,0.0,Nifty50_Portfolio,Buy,1209.0,1619.71,INR,,
IN001120,NESTLEIND,Nestle India,BSE,FMCG,2024-10-29,22259.45,23834.92,21780.27,23747.09,22888.75,1300313.0,19101359.3,52.31,11.27,0.421,0.445,29435.69,18727.48,5.1,Sectoral_Portfolio,Strong Buy,1102.0,17670.75,INR,,
IN002289,NESTLEIND,Nestle India,BSE,FMCG,2022-09-07,21473.56,21769.76,20747.97,20883.75,20068.43,1491394.0,,78.94,5.45,2.034,1.234,23949.08,13852.59,,Nifty50_Portfolio,Hold,714.0,26951.81,INR,,
IN001722,ADANIENT,Adani Enterprises,NSE,Conglomerate,2022-04-11,2904.34,3000.82,2852.25,2980.33,3013.47,1413666.0,1270142.34,33.47,9.61,1.902,0.846,3128.45,2104.91,0.5,Sectoral_Portfolio,Strong Buy,1426.0,2132.44,INR,,
IN001265,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2020-06-05,2888.27,3039.24,2885.36,2979.29,2966.6,3997535.0,1353046.58,,3.62,3.655,0.92,4130.21,2077.53,5.1,Nifty50_Portfolio,Underperform,60.0,2987.21,INR,,
IN000991,TCS,Tata Consultancy Services,NSE,Technology,2024-06-26,3593.62,3679.42,3500.68,3612.62,3655.49,1948352.0,3359033.53,72.0,7.92,3.647,1.3,4018.19,3254.34,3.5,Sectoral_Portfolio,Buy,1957.0,3599.47,INR,,
IN003479,LT,Larsen & Toubro,NSE,Infrastructure,2021-01-08,3209.46,3389.75,3162.32,3350.06,3443.56,1059978.0,1616023.64,42.31,11.47,,1.036,4253.07,2295.28,3.5,Nifty50_Portfolio,Hold,1484.0,3712.1,INR,,
IN004266,POWERGRID,Power Grid Corporation,BSE,Utilities,2022-10-31,245.21,247.51,234.7,234.98,243.85,3010838.0,26732.71,14.54,12.47,0.342,0.85,343.76,184.94,3.5,Nifty50_Portfolio,Buy,194.0,293.92,INR,,
IN004802,NESTLEIND,Nestle India,BSE,FMCG,2023-09-01,21103.16,21540.66,20547.06,21450.66,22160.74,3682312.0,18961150.32,19.96,3.47,2.313,,24558.16,16987.11,0.0,Midcap_Portfolio,Hold,1730.0,19379.44,INR,,
IN000354,INFY,Infosys,NSE,Technology,2024-04-17,1572.64,1627.94,1568.16,1608.78,1558.6,1076151.0,"₹560,246 Cr",28.5,1.23,1.567,0.408,1832.09,971.31,2.3,Midcap_Portfolio,Sell,823.0,1582.06,INR,,
IN002032,ONGC,Oil & Natural Gas Corp,NSE,Energy,2021-09-14,288.33,295.19,281.84,285.06,290.42,2693273.0,207225.28,,6.13,3.356,1.175,346.88,191.21,0.0,Sectoral_Portfolio,Underperform,999.0,223.73,INR,,
IN001771,TECHM,Tech Mahindra,NSE,Technology,2023-10-24,1301.43,1334.69,1277.55,1281.35,1237.67,3272327.0,1271741.27,,6.79,1.866,0.468,1726.31,1018.02,0.0,Midcap_Portfolio,Hold,413.0,1296.27,INR,,
IN003155,ADANIENT,Adani Enterprises,NSE,Conglomerate,2024-01-22,2897.58,2969.3,2757.49,2841.14,2891.67,4076108.0,2128211.59,64.3,1.49,0.117,1.182,3150.79,2459.49,0.5,Nifty50_Portfolio,Strong Buy,1132.0,2284.58,INR,,
IN001490,POWERGRID,Power Grid Corporation,BSE,Utilities,2022-01-04,238.33,253.71,238.21,251.68,250.29,3072798.0,203094.31,45.01,11.13,1.453,1.687,300.18,224.49,2.3,Sectoral_Portfolio,Hold,746.0,298.74,INR,,
IN003835,icicibank,ICICI Bank,NSE,Banking,2020-02-19,958.63,988.93,946.43,977.77,1015.54,607099.0,106432.34,57.63,13.49,1.048,1.086,1127.81,652.07,0.5,Midcap_Portfolio,Strong Buy,210.0,929.87,INR,,
IN004837,TECHM,Tech Mahindra,NSE,Technology,2023-04-03,1350.42,1389.17,1310.33,1325.29,1374.8,257317.0,719568.43,60.22,2.91,0.969,1.325,1792.58,1057.98,5.1,Nifty50_Portfolio,Sell,780.0,1390.84,INR,,
IN003674,HDFCBANK,HDFC Bank,NSE,Banking,2021-02-17,1524.77,1567.7,1432.36,1443.6,1420.73,741243.0,798950.83,14.77,13.57,3.068,1.19,2226.63,987.28,0.0,Midcap_Portfolio,,1701.0,1992.61,INR,,
IN001229,RELIANCE,Reliance Industries,NSE,Energy,2022-02-21,2186.15,2188.96,2066.62,2113.63,2194.7,3748387.0,2002106.59,,9.29,,0.876,2566.91,1852.95,1.2,Nifty50_Portfolio,Hold,1953.0,2089.58,INR,,
IN000260,BAJFINANCE,Bajaj Finance,NSE,NBFC,2023-02-24,6679.64,6721.4,6291.53,6306.6,6323.31,747690.0,2604390.92,54.3,13.07,,0.505,7923.87,5120.35,0.5,Nifty50_Portfolio,Underperform,1527.0,7907.64,INR,,
IN001613,MARUTI,Maruti Suzuki,BSE,Automobile,2020-04-23,10480.79,10549.67,9955.75,10150.19,10186.77,613667.0,9592567.17,63.77,11.57,0.055,1.413,13096.97,6321.36,5.1,Nifty50_Portfolio,Buy,421.0,11749.02,INR,,
IN001889,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2024-01-05,9545.14,10208.87,9270.91,,10356.24,,8772040.86,58.32,,3.187,0.4,11737.89,7781.81,3.5,Midcap_Portfolio,Sell,1436.0,8098.05,INR,,
IN004818,INFY,Infosys,NSE,Technology,2021-12-17,1493.16,1565.26,1464.73,1520.63,1494.01,,1439879.77,,8.87,3.108,1.537,2025.52,915.32,0.0,Midcap_Portfolio,Buy,1654.0,1782.01,INR,,
IN002330,LT,Larsen & Toubro,NSE,Infrastructure,2024-09-30,3227.21,3241.9,3095.03,3153.02,3188.48,1784532.0,936454.9,10.71,11.7,3.428,0.489,3534.66,2187.4,3.5,Nifty50_Portfolio,Hold,1731.0,3425.81,INR,,
IN002628,POWERGRID,Power Grid Corporation,BSE,Utilities,2021-08-13,246.12,252.93,241.17,247.81,238.09,2809897.0,47927.92,18.79,10.68,1.903,1.457,300.29,195.45,5.1,Nifty50_Portfolio,Sell,796.0,257.68,INR,,
IN000053,BHARTIARTL,Bharti Airtel,NSE,Telecom,2022-05-30,923.83,927.4,893.95,901.54,876.71,,374561.04,23.32,14.85,1.781,1.501,956.38,843.1,5.1,Midcap_Portfolio,Hold,1298.0,858.91,INR,,
IN002270,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2023-03-14,9239.55,10028.95,9123.32,9770.35,10074.42,1758851.0,7710260.6,45.47,13.43,2.48,0.949,10704.08,8200.89,1.2,Midcap_Portfolio,Buy,1655.0,9231.95,INR,,
IN001958,HCLTECH,HCL Technologies,NSE,Technology,2022-08-01,1462.88,1472.26,1436.27,1466.73,1515.29,2290443.0,289180.27,58.21,11.67,3.732,0.482,1868.8,1236.6,0.0,Midcap_Portfolio,Sell,1206.0,1379.72,INR,,
IN002267,NESTLEIND,Nestle India,BSE,FMCG,2020-03-02,22298.39,23316.38,21788.61,22868.57,22309.88,2155320.0,9555629.03,18.43,13.19,0.574,1.184,30043.87,19973.42,5.1,Midcap_Portfolio,Strong Buy,496.0,21855.81,INR,,
IN002488,ASIANPAINT,Asian Paints,BSE,,2024-12-03,3099.81,3263.06,3065.12,3234.82,3280.01,3775418.0,834902.33,46.88,2.26,0.613,1.307,3460.37,2572.8,3.5,Nifty50_Portfolio,Strong Buy,526.0,2938.32,INR,,
IN004000,BHARTIARTL,Bharti Airtel,NSE,Telecom,2023-05-03,899.16,955.4,883.58,944.71,929.85,,,22.07,2.71,0.071,1.155,1052.96,690.06,0.5,Sectoral_Portfolio,Strong Buy,1180.0,695.77,INR,,
IN002581,LT,Larsen & Toubro,NSE,Infrastructure,2021-12-06,3096.75,3170.06,2936.46,2980.68,2979.52,,3052339.23,42.49,2.25,3.383,1.265,3419.81,2687.65,0.0,Nifty50_Portfolio,Buy,643.0,3454.8,INR,,
IN001480,ONGC,Oil & Natural Gas Corp,NSE,,2024-02-19,282.31,284.9,272.64,280.82,287.49,2919108.0,261771.04,76.25,6.04,0.367,1.06,366.12,258.19,0.5,Midcap_Portfolio,Hold,1149.0,280.39,INR,,
IN001508,LT,Larsen & Toubro,N,Infrastructure,2020-06-10,3337.86,3400.43,3171.81,3172.81,3108.02,2621162.0,610189.74,73.36,12.5,0.304,,3863.48,2048.47,0.0,Nifty50_Portfolio,Buy,472.0,3258.32,INR,,
IN001034,NESTLEIND,Nestle India,BSE,FMCG,2020-07-17,23026.4,23348.41,22609.51,22750.71,22837.08,3756338.0,13189620.11,52.13,14.36,1.197,1.925,26004.13,15850.97,3.5,Sectoral_Portfolio,Buy,895.0,16864.8,INR,,
IN001098,BAJFINANCE,Bajaj Finance,NSE,,2020-01-14,7001.74,7092.9,6500.36,6574.44,6393.57,4943877.0,4596982.71,31.35,6.84,,0.402,9055.99,5096.14,3.5,Nifty50_Portfolio,Hold,1336.0,7221.67,INR,,
IN001470,LT,Larsen & Toubro,NSE,technology,2021-12-30,3144.35,3149.21,2896.93,2986.22,2979.35,,792802.59,32.45,5.19,0.424,1.751,3753.63,2432.77,3.5,Midcap_Portfolio,Strong Buy,225.0,3022.12,INR,,
IN000544,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2024-03-26,2957.03,3072.83,2879.08,,3149.77,1355039.0,2504992.0,21.7,12.39,2.887,0.98,3814.89,2698.97,3.5,Sectoral_Portfolio,Buy,1265.0,3065.46,INR,,
IN001047,AXISBANK,Axis Bank,BSE,Banking,2020-01-29,1053.44,1126.75,1026.26,1108.99,1100.56,1396117.0,696277.86,67.54,12.38,0.749,1.258,1437.25,908.75,5.1,Midcap_Portfolio,Sell,1734.0,1106.12,INR,,
IN003918,TECHM,Tech Mahindra,NSE,Technology,2021-05-04,1310.91,1317.51,1381.3847021120253,1280.48,1279.62,2381667.0,74452.33,38.66,13.41,2.833,1.08,1603.65,915.0,0.0,Midcap_Portfolio,Underperform,1543.0,1370.15,INR,,
IN001671,INFY,Infosys,NSE,Technology,2023-04-06,1512.98,1531.74,1482.71,1495.69,1515.36,1266094.0,1150532.25,44.77,,1.579,1.842,1928.52,1327.95,1.2,Nifty50_Portfolio,Buy,1943.0,1293.71,INR,,
IN000031,TITAN,Titan Company,BSE,Consumer Goods,2022-01-21,3484.79,3714.5,3381.75,3684.44,3792.95,3032459.0,2435527.15,58.66,4.19,3.121,1.566,4373.27,2526.82,5.1,Midcap_Portfolio,Underperform,1404.0,3666.72,INR,,
IN000726,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2023-09-25,1721.82,1787.78,1697.01,1776.56,1759.54,4180650.0,1222118.87,34.44,14.07,2.197,1.164,2129.4,1181.29,2.3,Nifty50_Portfolio,,1893.0,1491.92,INR,,
IN003863,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2024-04-23,3127.35,3211.61,3093.9,3187.31,3252.98,3001663.0,,73.16,4.33,2.185,1.476,3389.68,2791.81,,Midcap_Portfolio,Sell,1343.0,2956.41,INR,,
IN002168,BHARTIARTL,Bharti Airtel,NSE,Telecom,2022-04-19,857.92,879.47,797.48,813.63,834.29,2162502.0,235774.61,11.78,3.82,0.327,1.465,1173.05,702.67,2.3,Sectoral_Portfolio,Buy,785.0,735.89,INR,,
  IN004040  ,TCS,Tata Consultancy Services,NSE,Technology,2024-05-02,3344.6,3375.2,3316.03,3349.62,3323.47,3135922.0,2326621.27,69.15,4.45,3.05,1.518,3812.68,3162.14,3.5,Sectoral_Portfolio,Sell,311.0,4148.04,INR,,
IN001427,ICICIBANK,ICICI Bank,NSE,Banking,2024-08-05,919.33,935.18,878.37,892.93,879.29,441742.0,670964.51,13.95,,3.146,1.546,1206.55,576.63,0.0,Nifty50_Portfolio,Strong Buy,1558.0,953.74,INR,,
IN003927,AXISBANK,Axis Bank,BSE,Banking,2022-12-05,1102.99,1115.38,1033.97,1061.63,1061.9,4894440.0,347219.06,12.15,12.35,1.556,0.908,1224.16,817.91,0.5,Nifty50_Portfolio,Buy,1920.0,994.2,INR,,
IN003277,LT,Larsen & Toubro,NSE,Infrastructure,2024-09-19,3169.86,3198.48,2940.09,2979.48,2907.9,3921945.0,2756938.29,52.95,7.36,3.406,,3773.76,2489.13,0.5,Midcap_Portfolio,Strong Buy,198.0,3653.72,INR,,
IN000437,BAJFINANCE,Bajaj Finance,NSE,NBFC,2021-10-22,6654.5,6796.95,6531.47,6697.94,6745.85,236504.0,6240092.44,75.24,8.42,0.438,1.086,9486.54,6150.14,3.5,Sectoral_Portfolio,strong buy,1371.0,6035.16,INR,,
IN004316,TECHM,Tech Mahindra,NSE,Technology,2021-11-19,1320.51,1322.41,1299.17,1313.95,1291.99,2714131.0,755595.77,35.17,9.58,0.029,1.633,1451.11,834.41,3.5,Nifty50_Portfolio,Strong Buy,649.0,1149.86,INR,,
IN000913,ADANIENT,Adani Enterprises,NSE,Conglomerate,2023-09-01,2898.45,2934.35,2815.42,,2994.01,2390876.0,180223.42,67.53,7.76,3.899,0.874,3640.08,1872.86,,Sectoral_Portfolio,Hold,283.0,2826.06,INR,,
IN004291,TITAN,Titan Company,BSE,Consumer Goods,2024-03-29,3401.23,3522.49,3371.24,3461.53,3428.65,4999518.0,355622.4,,1.34,2.537,1.751,3700.46,2941.69,1.2,Sectoral_Portfolio,,1781.0,2650.15,INR,,
IN004232,LT,Larsen & Toubro,NSE,Infrastructure,2022-08-25,3041.74,3318.63,3038.97,3245.87,3325.11,1919467.0,1860192.6,54.14,5.58,2.889,1.04,4274.98,2752.82,2.3,Sectoral_Portfolio,,349.0,3334.33,INR,,
IN004587,ADANIENT,Adani Enterprises,NSE,Conglomerate,2021-03-15,2829.0,2952.45,2817.69,2868.87,2863.32,3928005.0,1746730.12,70.32,10.91,,1.3,3094.36,1758.99,2.3,Midcap_Portfolio,Hold,1062.0,2677.68,INR,,
IN004180,WIPRO,Wipro,BSE,Technology,2023-01-05,489.14,492.34,447.6,455.98,453.01,,,62.99,9.2,2.686,0.873,532.74,467.52,0.5,Nifty50_Portfolio,Sell,750.0,569.84,INR,,
IN002365,TITAN,Titan Company,BSE,Consumer Goods,2024-03-15,3237.36,3244.4,3076.73,3166.39,3202.28,4172097.0,1437060.56,10.44,11.55,3.168,1.316,4305.3,2677.96,2.3,Nifty50_Portfolio,Buy,926.0,3279.95,INR,,
IN001727,AXISBANK,Axis Bank,BSE,Banking,2021-10-15,1113.67,1189.37,1084.26,,1208.16,1738509.0,735710.85,15.82,3.62,2.466,1.259,1425.25,672.86,0.5,Midcap_Portfolio,Buy,1396.0,1277.81,INR,,
IN001239,HCLTECH,HCL Technologies,NSE,Technology,2021-08-27,1535.95,1548.57,1396.65,1431.5,1384.79,4243459.0,1339125.93,46.27,12.07,0.137,1.758,1945.9,1319.12,0.5,Sectoral_Portfolio,Strong Buy,836.0,1615.25,INR,,
IN000904,ICICIBANK,ICICI Bank,NSE,Banking,2020-02-04,918.26,926.6,888.0,888.13,868.05,2153645.0,746058.61,11.33,6.49,0.426,1.972,1169.73,687.45,0.5,Nifty50_Portfolio,Buy,420.0,978.4,INR,,
IN004274,SBIN,State Bank of India,NSE,Banking,2024-08-13,575.71,612.96,559.5,599.52,614.58,1854544.0,245062.65,64.37,2.31,0.759,0.995,801.03,504.7,1.2,Sectoral_Portfolio,Sell,286.0,605.24,INR,,
IN003261,AXISBANK,Axis Bank,BSE,Banking,2023-12-18,1084.23,1103.14,1043.43,1048.17,1069.53,2234808.0,276219.91,61.67,11.36,2.466,1.741,1401.54,771.45,3.5,Nifty50_Portfolio,Strong Buy,1901.0,1109.88,INR,,
IN001666,MARUTI,Maruti Suzuki,BSE,Automobile,2021-09-17,9926.0,10297.63,9880.68,10220.87,10243.18,2581958.0,1860651.67,15.7,13.64,0.539,1.36,11650.11,7146.36,1.2,Sectoral_Portfolio,Strong Buy,344.0,7872.19,INR,,
IN000508,ICICIBANK,ICICI Bank,NSE,Banking,2022-12-02,943.89,985.08,942.66,975.96,1009.78,1399449.0,934817.66,,13.66,2.534,0.543,1279.24,742.6,0.5,Sectoral_Portfolio,Strong Buy,1805.0,865.26,INR,,
IN003340,TECHM,Tech Mahindra,NSE,Technology,2022-01-20,1325.53,1367.74,1321.08,1346.46,1317.31,290475.0,1145373.47,67.76,11.28,3.008,1.442,1545.8,795.37,5.1,Sectoral_Portfolio,Strong Buy,210.0,1043.29,INR,,
IN000184,ADANIENT,Adani Enterprises,NSE,,2024-06-25,2879.46,3130.81,2820.03,3063.38,3173.27,3047160.0,660910.16,37.36,5.82,1.575,1.551,3617.83,2037.06,0.0,Nifty50_Portfolio,Hold,474.0,3366.02,INR,,
IN004484,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2021-10-28,9566.05,9892.41,9434.31,9855.98,9571.74,,964263.86,11.36,3.39,,1.866,12489.7,8435.23,3.5,Midcap_Portfolio,Buy,259.0,10059.4,INR,,
IN001498,tcs,Tata Consultancy Services,NSE,Technology,2020-10-21,3510.52,3752.09,3462.07,3712.82,3792.32,,1351573.61,47.3,13.7,0.92,1.98,3804.43,2213.61,0.5,Sectoral_Portfolio,Buy,1397.0,3269.32,INR,,
IN001943,RELIANCE,Reliance Industries,NSE,Energy,2023-12-07,2149.74,2278.85,2142.83,2253.6,2227.02,2485002.0,1170169.63,26.51,,1.631,1.709,2911.15,1933.86,2.3,Midcap_Portfolio,Strong Buy,-432.0,2222.86,INR,,
IN000322,RELIANCE,Reliance Industries,bse,Energy,2021-06-17,2126.52,2130.32,2067.63,2094.27,2176.91,1328790.0,1149622.6,35.57,11.14,0.813,1.46,2376.92,1637.01,0.5,Sectoral_Portfolio,Hold,1876.0,2500.77,INR,,
IN003542,HCLTECH,HCL Technologies,NSE,Technology,2020-07-08,1537.14,1577.48,1431.37,,1468.91,4140445.0,967316.65,42.63,14.35,0.053,0.856,1770.53,1423.5,5.1,Nifty50_Portfolio,Hold,1724.0,1299.42,INR,,
IN002764,BAJFINANCE,Bajaj Finance,NSE,NBFC,2024-02-12,7219.6,7271.09,6670.05,6856.23,7088.44,1620489.0,3331415.01,30.96,6.24,0.73,1.325,7832.09,6568.94,,Nifty50_Portfolio,Strong Buy,602.0,7470.78,INR,,
IN001870,TECHM,Tech Mahindra,NSE,Technology,2024-11-05,1258.35,1272.96,1221.9,1262.42,1234.5,381402.0,269619.74,30.56,13.96,1.407,1.319,1586.31,1007.11,0.0,Midcap_Portfolio,Strong Buy,1913.0,1470.06,INR,,
IN002458,BHARTIARTL,Bharti Airtel,NSE,Telecom,2024-07-15,884.01,922.48,862.39,910.26,908.94,3663944.0,874996.12,74.23,10.61,0.02,1.217,1133.24,712.63,2.3,Nifty50_Portfolio,Buy,253.0,712.9,INR,,
IN001892,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2023-12-11,1152.07,1181.68,1118.43,1120.23,1087.13,2700580.0,286605.67,56.25,14.53,1.65,0.661,1372.67,986.61,1.2,Midcap_Portfolio,Buy,263.0,1138.81,INR,,
IN001569,BAJFINANCE,Bajaj Finance,NSE,NBFC,2020-12-17,7282.89,7531.63,7250.18,7316.94,7537.17,1101048.0,1534455.91,60.32,12.23,3.023,1.275,8652.07,5528.35,2.3,Midcap_Portfolio,Hold,1849.0,7787.24,INR,,
IN002606,TECHM,Tech Mahindra,NSE,Technology,2022-03-03,1252.91,1265.85,1190.95,1227.72,1251.87,,364084.3,15.27,7.7,1.289,1.489,1367.04,993.69,5.1,Nifty50_Portfolio,Buy,215.0,1502.95,INR,,
IN001552,MARUTI,Maruti Suzuki,BSE,Automobile,2022-10-13,10034.97,10264.21,9252.07,9430.71,9709.7,3670400.0,3640210.02,36.95,14.3,,1.797,11052.31,6026.35,,Nifty50_Portfolio,Buy,1066.0,11422.42,INR,,
IN004512,TCS,Tata Consultancy Services,NSE,Technology,2023-06-29,3374.75,3476.06,3295.31,3386.59,3436.56,791253.0,2295358.95,54.85,11.83,,1.138,4151.55,2761.22,3.5,Sectoral_Portfolio,Hold,1422.0,3542.49,INR,,
  IN001147  ,AXISBANK,Axis Bank,BSE,Banking,2022-02-21,1072.21,1123.68,1045.91,1120.58,1096.53,3433773.0,760141.04,77.47,7.99,0.076,0.753,1236.59,731.71,0.5,Sectoral_Portfolio,Hold,1483.0,1331.92,INR,,
IN002706,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2023-05-23,2608.4,2722.87,2569.86,2720.47,2693.72,2757697.0,901787.87,67.13,7.88,1.146,1.584,3172.36,2302.18,1.2,Midcap_Portfolio,,779.0,2547.05,INR,,
IN002407,NTPC,NTPC Limited,NSE,Utilities,2021-02-04,350.04,377.49,348.39,371.14,357.66,1491044.0,139169.78,67.08,10.01,2.786,0.872,380.8,249.02,2.3,Midcap_Portfolio,,1273.0,436.92,INR,,
